,date_insert_in_db,cowID,farmID,epochStart,epochEnd,standing,laying,walking,ruminating,eating,other,_id.$oid
0,2022-11-17,43356,159,1614816000,1614902400,29621.78,43258.64,13462.06,29884.46,14817.92,41584.93,6376558088d3208cb4df9606
